# Synthetic IR intensity spectrum (not a real compound)
# Peaks near 1700 cm-1 and 2900 cm-1 (plus weaker ~1450)
# x_unit=cm-1  y_unit=intensity  (not %T/A — A↔%T disabled for this fixture)
wavenumber_cm-1,intensity
3318.0000,0.025245
3320.0000,0.011323
3322.0000,0.031300
3324.0000,0.028193
3326.0000,0.022319
3328.0000,0.021258
3330.0000,0.018328
3332.0000,0.025428
3334.0000,0.017034
3336.0000,0.021885
3338.0000,0.026975
3340.0000,0.015506
3342.0000,0.015070
3344.0000,0.010445
3346.0000,0.011484
3348.0000,0.005373
3350.0000,0.025839
3352.0000,0.034471
3354.0000,0.031403
3356.0000,0.006991
3358.0000,0.025799
3360.0000,0.031377
3362.0000,0.016346
3364.0000,0.020812
3366.0000,0.003937
3368.0000,0.022134
3370.0000,0.011492
3372.0000,0.021597
3374.0000,0.007510
3376.0000,0.024343
3378.0000,0.028196
3380.0000,0.013735
3382.0000,0.010905
3384.0000,0.002752
3386.0000,0.017869
3388.0000,0.015347
3390.0000,0.007592
3392.0000,0.023624
3394.0000,0.016400
3396.0000,0.011394
3398.0000,0.015563
3400.0000,0.028570
3402.0000,0.024823
3404.0000,0.018960
3406.0000,0.024953
3408.0000,0.010713
3410.0000,0.020259
3412.0000,0.021179
3414.0000,0.016241
3416.0000,0.023484
3418.0000,0.013757
3420.0000,0.024079
3422.0000,0.024415
3424.0000,-0.003337
3426.0000,0.029522
3428.0000,-0.004381
3430.0000,0.015072
3432.0000,0.028203
3434.0000,0.017462
3436.0000,0.008271
3438.0000,0.011250
3440.0000,0.028215
3442.0000,0.004628
3444.0000,0.029032
3446.0000,0.019559
3448.0000,0.010461
3450.0000,0.015335
3452.0000,0.011862
3454.0000,0.026930
3456.0000,0.025859
3458.0000,0.006247
3460.0000,0.016771
3462.0000,0.013095
3464.0000,0.030348
3466.0000,0.009199
3468.0000,0.032834
3470.0000,0.019734
3472.0000,0.010705
3474.0000,0.014582
3476.0000,0.013587
3478.0000,0.009803
3480.0000,0.020759
3482.0000,0.010177
3484.0000,0.002557
3486.0000,0.016963
3488.0000,0.005577
3490.0000,0.013983
3492.0000,0.012727
3494.0000,0.013030
3496.0000,0.036008
3498.0000,0.020451
3500.0000,0.021963
3502.0000,0.005789
3504.0000,0.014768
3506.0000,0.021722
3508.0000,0.011804
3510.0000,0.027265
3512.0000,0.010378
3514.0000,0.017709
3516.0000,0.015312
3518.0000,0.021315
3520.0000,0.014876
3522.0000,0.017833
3524.0000,0.018111
3526.0000,0.014125
3528.0000,0.023881
3530.0000,0.021907
3532.0000,0.019291
3534.0000,0.016556
3536.0000,0.026372
3538.0000,0.018113
3540.0000,0.017546
3542.0000,0.020838
3544.0000,0.033573
3546.0000,0.009277
3548.0000,0.026159
3550.0000,0.004855
3552.0000,0.021738
3554.0000,0.032601
3556.0000,0.023909
3558.0000,0.021365
3560.0000,0.015516
3562.0000,0.020248
3564.0000,0.017983
3566.0000,0.013712
3568.0000,0.017681
3570.0000,0.021587
3572.0000,0.013862
3574.0000,0.013550
3576.0000,0.009118
3578.0000,0.023126
3580.0000,0.024363
3582.0000,0.021853
3584.0000,0.027721
3586.0000,0.020703
3588.0000,0.023136
3590.0000,0.022431
3592.0000,0.019268
3594.0000,0.015753
3596.0000,0.037713
3598.0000,0.016384
3600.0000,0.014673
